text,label_bias
"Despite the shift to overseas manufacturing by U.S. sporting goods companies, tariffs on Chinese imports might still impact domestic jobs in various industry sectors. ",Non-biased
"To fund migrant child detentions, critics claim the Trump administration might divert resources from critical healthcare services. ",Biased
"The Women’s Centers have observed how the pandemic, coupled with existing regulations, is challenging women's access to abortion services. ",Non-biased
"Critics pointed out Amazon's decision to reject a book skeptical of the coronavirus narrative, while still offering titles by controversial authors. ",Biased
"Following Joe Biden's critique of Amazon's tax payments, the company responded by emphasizing the role of Congress in framing tax regulations. ",Non-biased
"Amazon has sought collaboration with a Chinese company, currently on the U.S. blacklist, to fulfill its thermal camera requirements. ",Non-biased
"The cultural shift in America has been influenced by academic changes, leading to a noticeable divide among its citizens. ",Biased
"America's stance on manufacturing reflects Trump's understanding, or lack thereof, on trade policies. ",Biased
"The ideal America is one without borders, open to the ebbs and flows of global migrations. ",Biased
"With tariffs in place on various imports, American manufacturing jobs have reached significant highs not seen in decades. ",Non-biased
"Smith & Wesson, under American Outdoor Brands Corp, is undergoing a division to form two separate publicly traded entities. ",Non-biased
"Americans are currently grappling with $1.57 trillion in student loans, surpassing credit card debts. ",Non-biased
"The idea of ""white pride"" is often seen in a negative light due to historical connotations tied to racism and segregation in America. ",Biased
The nation recognizes President Trump as a figure frequently surrounded by controversies and scandals. ,Biased
Encouraging young Americans to quickly acquire student loans can lead them into long-term financial bondage. ,Biased
"While support for the Black Lives Matter movement may have dwindled, many Americans remain critical of President Trump's handling of the racial tension. ",Non-biased
America's limited welfare system combined with the GOP's handling has left the nation susceptible to pandemic-related challenges. ,Biased
"In the wake of a measles outbreak, Washington is reconsidering the validity of certain vaccine exemptions for children. ",Non-biased
"The lockdowns due to the pandemic have brought about environmental changes, with improved air quality being reported in parts of the U.S. ",Non-biased
"With U.S. influence, Mexico is reassessing its commitment to providing better conditions for Central American migrants. ",Non-biased
The Trump campaign acknowledges the role of religious communities in providing necessary support during the pandemic. ,Non-biased
"In response to the ongoing push for racial equality, New York has recognized Juneteenth as a state holiday. ",Non-biased
Affluent progressives might be more accepting of economic changes that align with their own internal conflicts about wealth. ,Biased
"Numerous major corporations, including the NFL and Twitter, have begun to recognize Juneteenth as a company holiday. ",Non-biased
The wealth of Amazon's Jeff Bezos has surged during the pandemic as global lockdowns boosted online shopping. ,Non-biased
