,Text,Synthetic
235,"Obama's Climate Change announcement will be like what Trump did, but better:  https://t.co/eNCNXzTZh8  https://t.co/wL",1
236,"We are all affected by climate change, but not everyone is paying attention. A new study has found that children under 5 spend the most time outdoors and tend to be more active than adults because of their",1
237,"My mom just sent me a message about how the #ScottGardner1 climate change proposal would devastate our family and economy. We’re spending $20,000/yr to keep",1
238,This is the first time I’ve ever been interviewed about climate change.  https://t.co/jx2gHwVrzF ->  https://t.co,1
239,"The #BOMC is a bomb.  It's time to end the war on climate change and restore our economy, health &amp; environment.  We can't wait any longer! ",1
240,History of the climate change denial movement  https://t.co/N5YnYbkCZB ->  https://t.co/g4yJz1fH,1
241,"The Trump administration is launching a massive effort to combat climate change, but the White House still refuses to release its plan  https://t.co/T7rRYbG8kz #",1
242,"But this is a good thing, as it means that the terms of reference for our #ClimateChangeReview are going to be totally different from what was in place last year.  We can now say",1
243,"Facebook is a huge part of our lives. We use Facebook to keep in touch with family and friends, share news about politics or culture, and engage with people who are worried about the effects of climate",1
244,But the key question is: What does a climate change denier think about science?  https://t.co/fAJQF0jpaO ->  https://t.co,1
245,The #COP26 climate change conference in Paris is here!  🌍🔽️⚖️  https://t.co/MvBZhWcV,1
246,What if we were to start talking about climate change and natural disasters as a separate issue from health care and how to fix them?  https://t.co/n1lJ9Xe,1
247,The only thing stopping climate change is a few thousand people  https://t.co/JYhkZH7rBc ->  https://t.co/TgHX,1
248,Causes of Climate Change:  https://t.co/WzFJZlYkXI ->  https://t.co/x1sPaIbOaC,1
249,The first thing that comes to my mind when I hear the word “climate change” is a picture of melting polar bears on the shores of Baffin Bay.  https://t.,1
250,"Bryan Pagliano, the former head of the EPA but now a climate change skeptic, is one of Donald Trump’s biggest supporters. But he has been accused by his own staff",1
251,Goals for #GreenNewDeal:  🌲1. Fight climate change 2. Address gender inequality 3. Promote the use of renewable energy 4. Build a sustainable future 5. Protect,1
252,"News:  The #EU has a new Climate Change Commissioner, @PawelGermiuk. We welcome him to the Council of Europe and his views on climate change have been welcomed by",1
253,"In the aftermath of climate change, people are paying more for less.  The recovery from Hurricane Harvey was a reminder that it’s never too late to avoid disaster.  https://t.",1
254,"I am excited to welcome the @UN Climate Change Conference #COP21 in Glasgow. The UN aims to raise awareness of climate change among all parties and we will continue our work throughout this year,",1
255,This is the first time I’ve spoken about climate change in front of a live audience.  https://t.co/q3yV7j88wI ->  https://,1
256,But the only person who can save us from this climate crisis is a global leader like @BillNye.  Bill's new documentary:  https://t.co/J7W8y,1
257,"The first #Premiering on @BBCWorld's climate change programme of 2019, the BBC’s flagship global programme tackling climate change.  https://t.co/d7Vj",1
258,"Why is the #COP26 so important?  To combat climate change, increase sustainability and protect our environment.  We need to create a global partnership with countries around the world that are working on",1
259,"Pete Buttigieg, a self-described “smart” solution to climate change  https://t.co/y9pJjkFfHc ->  https://",1
260,"#Image: Kim Jong-un, North Korea's first female leader.  https://t.co/iZg8NjwA6P ->  https://t.co/",1
261,"The world’s largest coal mines are closing down, with 470% of their production going to the developed nations, and less than 10% to developing countries.  With climate change already making plants",1
262,The above image shows the impact of climate change on nature.  https://t.co/ZMVdck0aGw ->  https://t.co/mY1L,1
263,The #ParisAgreement on climate change is a big step forward for India. We are proud to sign this agreement and work towards addressing global climate change. I am happy that our government has taken such,1
264,"@gavin_tucker:  ""There will be a time when climate change is just not an issue we can turn our backs on""  https://t.co/cNjv",1
265,"By now, we all know that climate change is the biggest threat facing our planet. But what if we just started taking action?  The @UN has created an interactive map showing how you can take",1
266,"Today, I voted to preserve the historic #RoadtoChange.  Now we must work together to make this road safer for all of us: not just those who are currently walking or cycling in unsafe",1
267,@AOC: Stormy Daniels’ lawyer wants Trump to drop defamation lawsuit against him after 'damning example' of climate change denial  https://t.co/Fpz9Z,1
268,"The White House is claiming it's ""the first time that a president has used the word climate change in connection with an international crisis,"" but we all know what it means: more government regulations and taxes",1
269,"The @UN Climate Change Conference is just around the corner.  I’m so excited to be a part of this historic event! #COP21 will feature more than 1,000 participants",1
270,"Join @Climate_alert to fight climate change!  Get involved in your local event, educate others about the dangers of climate change and help them prepare for it.  Learn more &amp; register",1
271,But climate change is changing the way we eat.  http://t.co/7JjKX1vQ8V @RajivBhattacharya @mohamed_,1
272,"Mike Bloomberg has called for a ""coveted"" ban on climate change as part of his effort to fight Donald Trump's proposed policies  https://t.co/4vjL7V",1
273,The Australian government is giving away more coal than it is making back by cutting emissions.  It's time to #StopTheCarskills and #StopClimateChange!  https://t.,1
274,"The Human World of the Day #4:  Climate Change is a Global Issue, and it affects all countries. It's not just in Africa that climate change is affecting our lives but around the world",1
275,Please help us raise awareness about climate change and its effects on our environment!  https://t.co/Pxz4Q2Mn1c ->  https://t.co/,1
276,"The UN Climate Change Conference has started and so far, the #COP26 representatives have been very good. They are building a real coalition for change.  https://t.co/Lx",1
277,"In an era when the most important institutions of our economy are being dismantled, we urgently need a government that believes in clean energy and invests in renewable energy.  We cannot continue to ignore climate change as",1
278,"It's a ""must watch"" for climate change deniers:  https://t.co/7OwJTnkE81 ->  https://t.co/B1h",1
